 # FREQUENCY_MHZ      FFTREAL      FFTIMAG     EFFT
 39.73953429   0.40389091  -0.47333886   0.45387756
 39.81395290   0.43403613  -0.48983176   0.45387756
 39.88837150   0.50861690  -0.59659311   0.45387756
 39.96279010   0.45275901  -0.75724651   0.45387756
 40.03720871   0.31009058  -0.80232666   0.45387756
 40.11162731   0.22500139  -0.76750668   0.45387756
 40.18604591   0.15995664  -0.74380006   0.45387756
 40.26046452   0.08488241  -0.66375561   0.45387756
 40.33488312   0.12174146  -0.53648888   0.45387756
 40.40930172   0.26417216  -0.54442979   0.45387756
 40.48372033   0.28819861  -0.73269784   0.45387756
 40.55813893   0.05865934  -0.88333859   0.45387756
 40.63255753  -0.28297953  -0.76875548   0.45387756
 40.70697614  -0.47270074  -0.39163893   0.45387756
 40.78139474  -0.37000620   0.04956066   0.45387756
 40.85581334  -0.01860354   0.35177650   0.45387756
 40.93023195   0.44747095   0.39539728   0.45387756
 41.00465055   0.83329998   0.14447446   0.45387756
 41.07906916   0.92727800  -0.25819873   0.45387756
 41.15348776   0.73710839  -0.50856054   0.45387756
 41.22790636   0.55308522  -0.48132085   0.45387756
 41.30232497   0.57301578  -0.38636746   0.45387756
 41.37674357   0.68240844  -0.42995892   0.45387756
 41.45116217   0.70435560  -0.58492680   0.45387756
 41.52558078   0.58366667  -0.72341046   0.45387756
 41.59999938   0.37884833  -0.71026632   0.45387756
 41.67441798   0.29062099  -0.51143071   0.45387756
 41.74883659   0.45906472  -0.36213962   0.45387756
 41.82325519   0.65185201  -0.50312168   0.45387756
 41.89767379   0.54769192  -0.73681044   0.45387756
 41.97209240   0.28499675  -0.68678501   0.45387756
 42.04651100   0.26692972  -0.41027225   0.45387756
 42.12092960   0.53695258  -0.29933509   0.45387756
 42.19534821   0.76610373  -0.50228143   0.45387756
 42.26976681   0.73115115  -0.80877884   0.45387756
 42.34418542   0.49324947  -0.99084563   0.45387756
 42.41860402   0.19699100  -0.98511293   0.45387756
 42.49302262  -0.05469205  -0.79313404   0.45387756
 42.56744123  -0.13107737  -0.44720007   0.45387756
 42.64185983   0.08184910  -0.12580304   0.45387756
 42.71627843   0.47104233  -0.08582768   0.45387756
 42.79069704   0.71441756  -0.35570384   0.45387756
 42.86511564   0.64371919  -0.64666921   0.45387756
 42.93953424   0.45896653  -0.71597374   0.45387756
 43.01395285   0.40505481  -0.69044925   0.45387756
 43.08837145   0.36904444  -0.79272672   0.45387756
 43.16279005   0.11612681  -0.87912338   0.45387756
 43.23720866  -0.19091545  -0.64883936   0.45387756
 43.31162726  -0.16747965  -0.22361857   0.45387756
 43.38604587   0.16628756  -0.02784683   0.45387756
 43.46046447   0.43029739  -0.15588846   0.45387756
 43.53488307   0.46355075  -0.34723673   0.45387756
 43.60930168   0.38078175  -0.45764407   0.45387756
 43.68372028   0.23283525  -0.48960763   0.45387756
 43.75813888   0.05470514  -0.36635706   0.45387756
 43.83255749   0.02762506  -0.08095775   0.45387756
 43.90697609   0.24554023   0.14842845   0.45387756
 43.98139469   0.52745716   0.15044828   0.45387756
 44.05581330   0.67409641   0.02884829   0.45387756
 44.13023190   0.71748579  -0.03825598   0.45387756
 44.20465050   0.79479699  -0.03591139   0.45387756
 44.27906911   0.95704672  -0.05989711   0.45387756
 44.35348771   1.16205799  -0.19918966   0.45387756
 44.42790631   1.30208493  -0.49460889   0.45387756
 44.50232492   1.24407825  -0.87900928   0.45387756
 44.57674352   0.94796517  -1.17705806   0.45387756
 44.65116213   0.53596496  -1.22769707   0.45387756
 44.72558073   0.22820397  -1.02508625   0.45387756
 44.79999933   0.15665321  -0.75485298   0.45387756
 44.87441794   0.22626672  -0.60463284   0.45387756
 44.94883654   0.27201558  -0.56122087   0.45387756
 45.02325514   0.26571639  -0.51866054   0.45387756
 45.09767375   0.25481917  -0.43096526   0.45387756
 45.17209235   0.30666366  -0.28505429   0.45387756
 45.24651095   0.52066241  -0.16746459   0.45387756
 45.32092956   0.83145232  -0.28964314   0.45387756
 45.39534816   0.93355404  -0.67647644   0.45387756
 45.46976676   0.66310562  -1.00546414   0.45387756
 45.54418537   0.25940891  -0.99112054   0.45387756
 45.61860397   0.04695020  -0.72913071   0.45387756
 45.69302257   0.05459396  -0.48726947   0.45387756
 45.76744118   0.11607424  -0.33828916   0.45387756
 45.84185978   0.19453217  -0.18754482   0.45387756
 45.91627839   0.38203378  -0.05768307   0.45387756
 45.99069699   0.63145069  -0.08469141   0.45387756
 46.06511559   0.77048947  -0.24352896   0.45387756
 46.13953420   0.79110796  -0.36314830   0.45387756
 46.21395280   0.84532901  -0.42775405   0.45387756
 46.28837140   0.93690089  -0.59313949   0.45387756
 46.36279001   0.87283639  -0.87248224   0.45387756
 46.43720861   0.57972492  -1.03944049   0.45387756
 46.51162721   0.26264402  -0.93108723   0.45387756
 46.58604582   0.14149492  -0.66502305   0.45387756
 46.66046442   0.20486410  -0.43482862   0.45387756
 46.73488302   0.36240888  -0.27926623   0.45387756
 46.80930163   0.62639793  -0.22319265   0.45387756
 46.88372023   0.92455424  -0.41057308   0.45387756
 46.95813884   0.97586117  -0.82876535   0.45387756
 47.03255744   0.65436594  -1.13535013   0.45387756
 47.10697604   0.25364095  -1.06293166   0.45387756
 47.18139465   0.11212581  -0.77706132   0.45387756
 47.25581325   0.20020087  -0.59240395   0.45387756
 47.33023185   0.28833012  -0.56157904   0.45387756
 47.40465046   0.31049674  -0.54165055   0.45387756
 47.47906906   0.36291360  -0.49224447   0.45387756
 47.55348766   0.46243432  -0.50214710   0.45387756
 47.62790627   0.51808925  -0.58403686   0.45387756
 47.70232487   0.51777992  -0.66027306   0.45387756
 47.77674347   0.51450682  -0.74350136   0.45387756
 47.85116208   0.43752953  -0.88096034   0.45387756
 47.92558068   0.19709920  -0.93421290   0.45387756
 47.99999928  -0.03446717  -0.72217050   0.45387756
 48.07441789   0.02862051  -0.38514658   0.45387756
 48.14883649   0.33880713  -0.27584380   0.45387756
 48.22325510   0.54636801  -0.45736014   0.45387756
 48.29767370   0.51225097  -0.64178144   0.45387756
 48.37209230   0.45112124  -0.67282285   0.45387756
 48.44651091   0.50125399  -0.72766244   0.45387756
 48.52092951   0.47957518  -0.94304187   0.45387756
 48.59534811   0.20021432  -1.12629309   0.45387756
 48.66976672  -0.18275015  -1.00909388   0.45387756
 48.74418532  -0.34326674  -0.64470922   0.45387756
 48.81860392  -0.21444441  -0.34327048   0.45387756
 48.89302253  -0.02204718  -0.24369387   0.45387756
 48.96744113   0.10684309  -0.21528711   0.45387756
 49.04185973   0.26018112  -0.20093800   0.45387756
 49.11627834   0.43150920  -0.31634463   0.45387756
 49.19069694   0.44351441  -0.54820636   0.45387756
 49.26511554   0.26040578  -0.67959443   0.45387756
 49.33953415   0.08882189  -0.61391999   0.45387756
 49.41395275   0.05152897  -0.51691713   0.45387756
 49.48837136   0.00956015  -0.49269667   0.45387756
 49.56278996  -0.10793344  -0.38606712   0.45387756
 49.63720856  -0.09851238  -0.13355191   0.45387756
 49.71162717   0.13460894   0.02540401   0.45387756
 49.78604577   0.36122937  -0.05916560   0.45387756
 49.86046437   0.39369831  -0.21920703   0.45387756
 49.93488298   0.30237488  -0.26871947   0.45387756
 50.00930158   0.22472362  -0.16646329   0.45387756
